name,ID,SMILES,InChI,Caco-2Papp?(¡Á 10?6?cm/s),LogPapp
,CHEMBL2313792,COc1cc(Sc2c([nH]c3ccccc23)n4cncn4)cc(OC)c1OC,UHSZRFLAZMNXCF-UHFFFAOYSA-N,13.25,1.122215878
,CHEMBL3314352,CN(C)Cc1ccc2CN(CCc2c1)C(=O)c3cc4cc(Br)ncc4n3C,AURQGFNAFLUKPW-UHFFFAOYSA-N,13.2,1.120573931
,CHEMBL2177385,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](C)c23)c4ccc(Cl)cc4,YIOYTLIENRRHFN-YLJYHZDGSA-N,13.2,1.120573931
,CHEMBL13239,CC(C)(S)C(N)C(=O)O,VVNCNSJFMMFHPL-UHFFFAOYSA-N,13.12,1.117933835
,CHEMBL1779927,OC1(C(=O)N(Cc2ccc(Cl)cc2)c3ccccc13)c4ccccc4,SIXPGAYGILPSJO-UHFFFAOYSA-N,13.1,1.117271296
,CHEMBL1721157,NC(=O)C1CCN(CC1)c2ncc(s2)c3ccc4OCCCOc4c3,LWCOWPKRRXJNCW-UHFFFAOYSA-N,13.1,1.117271296
,CHEMBL252535,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1,STNJCYKOXYBBIA-KRWDZBQOSA-N,13.1,1.117271296
,CHEMBL2057640,C[C@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@@]4(C)CC[C@H]23)NS(=O)(=O)N,XYEKMZUPNDJTAG-VTBMCCKRSA-N,13.1,1.117271296
,CHEMBL3403188,OC(=O)CCCN1C=C(C(=O)O)C(=O)c2c(\C=C\c3ccc(OCCCCOc4ccccc4)cc3)cccc12,FKMWHFNAFDBNRL-DTQAZKPQSA-N,13,1.113943352
,CHEMBL3740104,O=C(N1CCN(CC1)c2ncccc2C#N)c3cccc(CC4=NNC(=O)c5ccccc45)c3,ZDDPBFWHZOJFHF-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3358424,O=C(N[C@@H](Cc1ccccc1)c2oc(nn2)c3ccccc3)OCc4ccccc4,MODAQCKIIMLKED-NRFANRHFSA-N,13,1.113943352
,CHEMBL2391808,O[C@H](COc1cc(O)ccc1C(=O)N2CCCC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,YSKHHXOZIGRPPI-NRFANRHFSA-N,13,1.113943352
,CHEMBL263767,Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5F)c6ccccc6CN7CC[C@@H](O)C7)C(F)(F)F,BABFXZTUINNAIF-HXUWFJFHSA-N,13,1.113943352
,CHEMBL2178936,NC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3cncc(n3)C(=O)N,ASMVUYHQXNPNLI-JOCQHMNTSA-N,13,1.113943352
,CHEMBL3603923,Fc1ccc(nc1)c2cc(ncn2)c3cc(Cl)cc(c3)C#N,FQAXDSVNYVVQSE-UHFFFAOYSA-N,13,1.113943352
,CHEMBL2403340,Fc1ccc(CN2C=NC(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc23)c(F)c1,SWXDHFLZCMRYEP-UHFFFAOYSA-N,13,1.113943352
,CHEMBL2315096,FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCCCC4CC4,ZSWOIVIXCCZNJP-UHFFFAOYSA-N,13,1.113943352
,CHEMBL2315103,FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)Nc4ccccc4,XILJDMHVCGVOES-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3290345,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(OC)c(c4)C#N)c2c1,YNFJCLBTMRTMBB-UHFFFAOYSA-N,13,1.113943352
,CHEMBL2380443,COc1cccc(c1)c2cccc(c2)C3(C)OCCC(=N3)N,KQMBMKYLPGWKDZ-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3120768,COc1ccc2c(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6(C)CC6)NC(=O)c7cnn(C)n7)cc(OC(C)C)nc2c1C,YSHQQMXOTOWAPQ-CGLLDYQOSA-N,13,1.113943352
,CHEMBL1171133,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)nc(nc2c1C)c7ccccc7,UORMINBVIKJBBE-XHRHRZBSSA-N,13,1.113943352
,CHEMBL1171130,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)nc(nc2c1)c7ccccc7,UTWLMHCYWQEVDH-JPQKBHJHSA-N,13,1.113943352
,CHEMBL501625,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)cc(nc2c1)c7nc(cs7)C(C)C,SQRWDJFVRRUGCD-PEYMYBIGSA-N,13,1.113943352
,CHEMBL254992,COc1c(NC(=O)c2ccc(C)c(c2)N3NNC(=C3)C(=O)NCC(C)(C)CN(C)C)cc(cc1NS(=O)(=O)C)C(C)(C)C,HHUYKZMAEVYBRK-UHFFFAOYSA-N,13,1.113943352
,CHEMBL1259203,CN1CCC(CC1)c2cn(c3ccc(F)cc3)c4ccc(cc24)c5cncnc5,WAWSGWZTHJAPIA-UHFFFAOYSA-N,13,1.113943352
,CHEMBL250918,CN(c1cc2COC(=O)[C@](C)(N)Cc3cccc(CC[C@@H](NC(=O)c(c2)c1)c4ccccc4)c3)S(=O)(=O)C(F)(F)F,XANFTRXAGZCIAS-LEAFIULHSA-N,13,1.113943352
,CHEMBL1950351,CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5,UCMNIYFDRVBMFV-UHFFFAOYSA-N,13,1.113943352
,CHEMBL393109,CCOCCCN1C(=O)C(C)(Oc2ccc(cc12)c3c(N)nc(N)nc3CC)c4cc(F)cc(F)c4,IPXPSGDBCIRUBU-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3400954,CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cnc1\C=C\C(=O)O,SLQOBZSCOSJFAT-VAWYXSNFSA-N,13,1.113943352
,CHEMBL3408619,CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cnccn6)n(C)c4c3)ccc1\C=C\C(=O)O,SRBOXKZEGANLLS-SDNWHVSQSA-N,13,1.113943352
,CHEMBL3355225,CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,NHQZPUJZMXFCFZ-SDNWHVSQSA-N,13,1.113943352
,CHEMBL3355226,CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Br)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,UHZIGOYVOWKUTR-SDNWHVSQSA-N,13,1.113943352
,CHEMBL1828632,CCCCCn1cc(C(=O)c2cccc3ccccc23)c4ccncc14,POTYSOHJWQONMV-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3291424,Cc1cnc2c(cn(Cc3ncnc(OC(F)F)c3C)c2c1)C(=O)NCCO,HTYQZSAJLSHXHT-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3126950,Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3nnccc3[nH]2)C(F)(F)F,ABDAGDDZOUDCKI-UHFFFAOYSA-N,13,1.113943352
,CHEMBL2387692,Cc1c(CC(=O)O)c(nn1Cc2ccccc2S(=O)(=O)c3ccccc3)c4ccccc4,IMFBZKHCNXKKLP-UHFFFAOYSA-N,13,1.113943352
,CHEMBL3408246,CC(Nc1cccc(F)c1F)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C,YPPFBBFBBIOYGM-UHFFFAOYSA-N,13,1.113943352
,CHEMBL558753,CC(C(=O)NCCc1ccc(O)cc1)c2cccc(c2)C(=O)c3ccccc3,COWWJJYAVDPTMJ-UHFFFAOYSA-N,13,1.113943352
,CHEMBL1649913,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4ccccc34)c5ccccc5,QVXHHQGBOHNEEA-KEZOAJOQSA-N,13,1.113943352
,CHEMBL2087086,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F,JVGLCNLAIQFPNA-GFCCVEGCSA-N,13,1.113943352
,CHEMBL245809,C[C@@H]1O[C@H](OC[C@H]1N)c2ccc(cc2)[N+](=O)[O-],BXNIGFVNPDKNLC-XROYCOCOSA-N,12.99,1.113609151
Budesonideb,PubChemCID5281004,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,VOVIALXJUBGFJZ-UHFFFAOYSA-N,12.963,1.112705521
,CHEMBL1778499,Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(NC(=O)C(=O)N)cc5,JLGOSPHNSHJJGO-UHFFFAOYSA-N,12.9,1.11058971
,CHEMBL393099,C[C@@H]1O[C@@H](OC[C@H]1N)c2ccc(cc2)[N+](=O)[O-],BXNIGFVNPDKNLC-WHGOUJPWSA-N,12.86,1.109240969
,CHEMBL207012,NC(=O)c1sc2ncccc2c1N,XZIZYTUIRQMBPN-UHFFFAOYSA-N,12.8,1.10720997
,CHEMBL190558,CN(C)C(=O)Cn1c(c2cocc2)c(C3CCCCC3)c4ccc(cc14)C(=O)O,WMWCGYUJKNEVBP-UHFFFAOYSA-N,12.8,1.10720997
,CHEMBL1232932,CC(C)S(=O)(=O)N[C@H]1Cc2ccc(Cn3cc(CO)c(n3)C(F)(F)F)cc2C1,QMPOXUWXLXEAHD-INIZCTEOSA-N,12.8,1.10720997
,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,BLJRIMJGRPQVNF-JTQLQIEISA-N,12.8,1.10720997
,CHEMBL1933783,COc1ccc2nc(sc2c1)n3nc4CCc5ccccc5c4c3O,QDIDMAJFSLZBHW-UHFFFAOYSA-N,12.7,1.103803721
,CHEMBL3145263,COc1ccc(cc1)C2=C(C)NN(C2=O)c3ccccn3,GJBVWWVTRUKBRZ-UHFFFAOYSA-N,12.7,1.103803721
,CHEMBL1778497,Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(CCC(=O)O)cc5,RQQAEWKUVMYDDB-UHFFFAOYSA-N,12.7,1.103803721
,CHEMBL3780429,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cc(Br)ccc4OC)ccc1c23,JTOXINSTQFVILZ-UHFFFAOYSA-N,12.7,1.103803721
,CHEMBL2147100,[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCOCC4=O,IDGWOWROCIIXQH-UHFFFAOYSA-N,12.64,1.101747074
,CHEMBL243876,OCCCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,KSHJXDWYTZJUEI-UHFFFAOYSA-N,12.6,1.100370545
Benserazide,CAS322-35-0,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BNQDCRGUHNALGH-UHFFFAOYSA-N,12.6,1.100370545
,CHEMBL191334,COc1ccc(C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)c4ccc(Cl)cc4)c5ccc(Cl)cc5)c(OC(C)C)c1,BDUHCSBCVGXTJM-WUFINQPMSA-N,12.6,1.100370545
,CHEMBL2181618,Cn1c(c2ccccn2)c(C3CCCC3)c4ccc(cc14)C(=O)NC5(CCCC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,OEYHZQYPYDAJBL-QGOAFFKASA-N,12.6,1.100370545
,CHEMBL502908,Oc1cccc(c1)c2ccc(cc2)c3cccc(O)c3,OKAPKQMESLLPQL-UHFFFAOYSA-N,12.5,1.096910013
,CHEMBL206300,COc1ccc2CC(=Cc2c1)c3cccnc3,KPJYOCDWGFDTFR-UHFFFAOYSA-N,12.5,1.096910013
,CHEMBL518473,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CC5)N(C)C,GIKRSGUYKJEHMZ-UHFFFAOYSA-N,12.5,1.096910013
,CHEMBL3134102,CCC1(C)NC(=O)c2cc(cc(Cl)c2NC1=O)S(=O)(=O)Nc3ccc(C)cc3C#N,QPFDBNHOVKATIZ-UHFFFAOYSA-N,12.5,1.096910013
,CHEMBL1087142,Cc1cc(ccc1NC(=O)c2cc(NC3CCCCC3)ncn2)S(=O)(=O)N,UUZYCNGFSOOOSO-UHFFFAOYSA-N,12.5,1.096910013
,CHEMBL3092468,Nc1n[nH]c2nc(cnc12)c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3,DDKHTWASHUKHLD-UHFFFAOYSA-N,12.4,1.093421685
,CHEMBL552026,Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)N5CCCCC5=O)cc1,LUSFVKKEBIMJTI-UHFFFAOYSA-N,12.4,1.093421685
,CHEMBL2332324,CNC(=O)c1ncc(F)c2c(c[nH]c12)C(=O)C(=O)N3CCN(CC3)C(=O)c4ccccc4,WZSGGXYLZMXILD-UHFFFAOYSA-N,12.4,1.093421685
,CHEMBL428712,Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CCn4cccc4)S(=O)(=O)c5ccccn5,SJOPIYABUQAMST-UHFFFAOYSA-N,12.4,1.093421685
,CHEMBL1783889,CC(C)N1CCN(CC1)C(=O)c2ccc(CN3CCCCC3)cc2,DSNALXIKDKGHLJ-UHFFFAOYSA-N,12.4,1.093421685
,CHEMBL3318100,COc1cc(cc(OC)c1OC)C(=O)c2ccn(c2)c3cccc(N)c3,RLKGRFCJEXIHGX-UHFFFAOYSA-N,12.32,1.090610708
,CHEMBL559664,CN1C(=O)C=C(N2CCN(CCCN3c4ccccc4Sc5ccc(CC(=O)O)cc35)CC2)N(C)C1=O,BACLISNXCXJOMR-UHFFFAOYSA-N,12.3,1.089905111
,CHEMBL3218581,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3csc(n3)C(C)(C)C,HBPXWEPKNBHKAX-NSHDSACASA-N,12.3,1.089905111
,CHEMBL2315347,Fc1ccc(c2ocnc2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,YUBUIMRLUDWMJJ-UHFFFAOYSA-N,12.2,1.086359831
,CHEMBL3322324,Cc1ccccc1[C@H](Cc2occc2)C(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,YKXGHJSGVADCIS-PYCASWLRSA-N,12.2,1.086359831
,CHEMBL1172836,CC(C(=O)Nc1ccc2cc[nH]c2c1)c3cccc(c3)C(=O)c4ccccc4,JIQPYCPHUZZMDT-UHFFFAOYSA-N,12.2,1.086359831
,CHEMBL3325594,C[C@@H](O)[C@H](NC(=O)Cc1cc(Cl)cc(Cl)c1)C(=O)NCc2ccnc(n2)C#N,HJVHLHRZTIEKNT-QGHHPUGFSA-N,12.2,1.086359831
,CHEMBL1778960,COc1cccc(c1)C2=Nc3ccc(cc3C(=O)N2CC(=O)NC(C)C)c4cc(CN(C)C)ccc4F,YTTCFMVSQHRZHC-UHFFFAOYSA-N,12.1,1.08278537
,CHEMBL3775123,Cn1ncc2cc(Cc3n[nH]c4ccc(cc34)C(=O)N5CC(O)C5)ccc12,ZGPVOHOOXZLRKY-UHFFFAOYSA-N,12.1,1.08278537
,CHEMBL228772,CN1C2=NC(=O)NC(=O)C2=Cc3ccccc13,VPPVXLHZEZARQZ-UHFFFAOYSA-N,12.1,1.08278537
,CHEMBL2031874,CN(C)C(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,VEGKMRUZYWQMBZ-UHFFFAOYSA-N,12.1,1.08278537
,CHEMBL188,Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45,HQVHOQAKMCMIIM-HXUWFJFHSA-N,12.1,1.08278537
,CHEMBL496191,CC(C)[C@H](N(C)C(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](C)Cc2ccc(O)c(c2)C(C)(C)C,HFXVAXVJASZYOM-VPHKFGTKSA-N,12.1,1.08278537
,CHEMBL3609516,CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CCC[C@@]4(C)C(=O)N)sc23)s1,WHJMFYBWPAIUAU-IBGZPJMESA-N,12.1,1.08278537
,CHEMBL3425640,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H]4CCCN4C1=O,WYEPQFSGRHMHJB-BWBQVKFQSA-N,12.03,1.080265627
,CHEMBL3427787,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](CC(C)C)NC1=O,PHOFITCOMWKZPM-NPHSDDHZSA-N,12.02,1.079904468
,CHEMBL2012628,OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)C(=O)Nc3nnc(Cc4cccc(F)c4)s3,WKPHNUFDRYZCGX-JCNLHEQBSA-N,12,1.079181246
,CHEMBL3740784,O=C(N1CCN(CC1)c2ncccc2C#N)c3cccc(OC4=NNC(=O)c5ccccc45)c3,VLSMWGRQZZYJMH-UHFFFAOYSA-N,12,1.079181246
,CHEMBL390036,O=C(CCc1cccnc1)N2CCC(CC2)NC(=O)C(C3CCCCC3)c4ccccc4,RMFOYNMWESQGBZ-UHFFFAOYSA-N,12,1.079181246
,CHEMBL2391795,O[C@H](COc1cc(O)ccc1C(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,QUWFBAJQLUHXBF-FQEVSTJZSA-N,12,1.079181246
,CHEMBL3785415,O[C@@H](C(=O)N1C[C@@H]2C[C@@H]2[C@H]1C(=O)NCc3cc(Cl)ccc3n4cnnn4)c5ccccc5,IUSJVPGXSQKJKG-LWCVALJOSA-N,12,1.079181246
,CHEMBL438200,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,GKZKTNFBMYFGNV-JVVMDBNWSA-N,12,1.079181246
,CHEMBL3787567,Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CO)C3)c4cccc(OCC56CCC(CC5)O6)c4,GGTFGDYZXJIORI-VGWTUOLASA-N,12,1.079181246
,CHEMBL2177309,NC1=NC(c2ccncc2)(c3cccc(c3)c4cncnc4)c5cccc(F)c15,JTYGZAPMRYLRCN-UHFFFAOYSA-N,12,1.079181246
,CHEMBL395955,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,XAXUXVNWAUEYTR-UHFFFAOYSA-N,12,1.079181246
,CHEMBL3297778,Fc1ccc(Oc2nccc3[nH]ccc23)cc1,ISIATOZGACZZRA-UHFFFAOYSA-N,12,1.079181246
,CHEMBL3394697,Fc1ccc(CN2N=CN(C2=O)c3cc([nH]n3)C(=O)NCc4cccnc4)cc1,FAIXKYSRYKWWGK-UHFFFAOYSA-N,12,1.079181246
,CHEMBL2403341,Fc1cc(F)c(CN2C=NC(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc23)c(F)c1,PLXIQHUEZVCEOC-UHFFFAOYSA-N,12,1.079181246
,CHEMBL3355646,COCCOc1cc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(c5ncc(Cl)cn5)n(C)c3c2)ccc1\C=C\C(=O)O,ZAGVVBQDZWOFKB-SDNWHVSQSA-N,12,1.079181246
,CHEMBL2381556,COCCCN1C(=O)N=C(c2ccc(nc2)N3CCN(CCOC)CC3)c4oc5ccc(Cl)cc5c14,WUKMMYKRSLNVDY-UHFFFAOYSA-N,12,1.079181246
,CHEMBL224670,COCC[C@H](CC1(CCCC1)C(=O)NCCCc2ccc(F)cc2)C(=O)O,MPWCDZKWKGSZCI-QGZVFWFLSA-N,12,1.079181246
,CHEMBL225085,COCC[C@H](CC1(CCCC1)C(=O)NCCCc2ccc(Cl)cc2)C(=O)O,UOGBJRPKRSUJRU-QGZVFWFLSA-N,12,1.079181246
,CHEMBL507892,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)cc(nc2c1C)c7cccc(n7)C(C)C,QHRCGENNUXALBT-GNZLCGGJSA-N,12,1.079181246
,CHEMBL2403911,COc1ccc(OC)c(c1)c2nc(cs2)[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)C(=O)NS(=O)(=O)C6(C)CC6,SAKMNKWYNTXEBW-CRSMXEQZSA-N,12,1.079181246
,CHEMBL377893,COc1ccc(cc1)n2nc(C(=O)N)c3N=CN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CCCC6.OC(=O)C(F)(F)F,DDEOFJOLFBAGBD-UHFFFAOYSA-N,12,1.079181246
,CHEMBL2177916,COc1ccc(cc1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,SMSWJWMOZMPDKT-UHFFFAOYSA-N,12,1.079181246
,CHEMBL23,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,HSUGRBWQSSZJOP-RTWAWAEBSA-N,12,1.079181246
,CHEMBL2391938,COc1ccc(C(=O)NC2CC2)c(OC[C@@H](O)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4)c1,MVACDKPCOURBQW-FQEVSTJZSA-N,12,1.079181246
,CHEMBL3347408,COc1cc(Nc2nc3N(Cc4ccccc4)C(O)CCn3n2)ccc1n5cnc(C)c5,SVZUXFAZHKXJHN-UHFFFAOYSA-N,12,1.079181246
,CHEMBL3134074,COc1cc(cc2C(=O)NC(C)(C)C(=O)Nc12)S(=O)(=O)Nc3ccc(cc3)C(F)(F)F,RBDIMYQEYRAUBK-UHFFFAOYSA-N,12,1.079181246
,CHEMBL2180031,COc1c(C)cc(cc1C)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cncc(c4)C#CC,KQOKXSWNRISXBF-UHFFFAOYSA-N,12,1.079181246
,CHEMBL2403727,CO[C@]1(C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC2CCCC2)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5ccc(cc5)c6ccccc6,QTFRTIVQYMBWFW-JVKDPNDCSA-N,12,1.079181246
,CHEMBL2029729,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,LYYAOAAEQUTERQ-GOSISDBHSA-N,12,1.079181246
,CHEMBL319352,Cn1nnc(n1)c2ccc3c(c2)c(cn3c4ccc(F)cc4)C5CCN(CCN6CCNC6=O)CC5,USCDVFNXTCISHV-UHFFFAOYSA-N,12,1.079181246
,CHEMBL402921,CN(c1cc2COC(=O)[C@](C)(N)Cc3cccc(CC[C@@H](NC(=O)c(c2)c1)c4ccccc4)c3)S(=O)(=O)CC(F)(F)F,LMGBDTMNESEYMB-GGXMVOPNSA-N,12,1.079181246
,CHEMBL2177304,CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5,MTNHQSSEAULFMW-MHZLTWQESA-N,12,1.079181246
,CHEMBL3337527,CCCCN1C=CC(=C(Cl)C1=O)N2CCC(CC2)c3ccccc3,HYOGJHCDLQSAHX-UHFFFAOYSA-N,12,1.079181246
,CHEMBL214047,CCC(CC)\N=C/1\C(\C(=C1O)O)=N\c2cccc(C(=O)N(C)C)c2O,IIYATGKFFIGIDZ-AXPXABNXSA-N,12,1.079181246
,CHEMBL3746381,Cc1ccc(NC(=O)c2cc(ccc2N3CCCCC3)N4C(=O)c5ccc(cc5C4=O)C(=O)O)cc1,BRZAMKDHLIXUND-UHFFFAOYSA-N,12,1.079181246
,CHEMBL447439,Cc1ccc(cc1)c2ccc(cc2)C(=O)NC3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCC5CCN(CC6CCOCC6)CC5,UVMPUBARAVZJIL-DIPNUNPCSA-N,12,1.079181246
,CHEMBL2024170,Cc1cc(CC(CC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)c5ccccn5)cc6cn[nH]c16,YVUXFFRITGSONM-UHFFFAOYSA-N,12,1.079181246
,CHEMBL485328,CC[C@H](C)CN1[C@H]([C@H](C(=O)O)c2ccccc2C1=O)c3oc4ccccc4c3,PVDAZALKKARTGW-DLPLYFIVSA-N,12,1.079181246
,CHEMBL2332756,CC(OC(=O)C)OC(=O)[C@H](Cc1ccc(cc1)C2=C(C)N(C)C(=O)N(C)C2=O)NC(=O)c3c(F)cccc3F,XHXNVXQXRIGHCE-MRNPHLECSA-N,12,1.079181246
,CHEMBL3408249,CC(Nc1cc(F)ccc1F)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C,MDHQZDJGSZVTDR-UHFFFAOYSA-N,12,1.079181246
,CHEMBL1080787,CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2Cl,PIKCALBGLDBAKK-NSHDSACASA-N,12,1.079181246
,CHEMBL3298819,Fc1ccccc1c2cc3C(=O)NCC(CC(=O)NCC4CCCCC4)n3c2,FAUBVGRKHQVHTL-UHFFFAOYSA-N,11.9,1.075546961
,CHEMBL398078,C[C@@H]1O[C@H](OC[C@H]1N)c2ccc(Cl)cc2,VEOQWQJENTZERU-XROYCOCOSA-N,11.89,1.075181855
,CHEMBL3425617,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](CC(C)C)NC1=O,NDOQJAIBGFKUCJ-LMEWNJKNSA-N,11.88,1.074816441
,CHEMBL3298821,Fc1ccc(cc1F)c2cc3C(=O)NCC(CC(=O)NCC4CCCCC4)n3c2,SGXRBZAUSKURHK-UHFFFAOYSA-N,11.8,1.071882007
,CHEMBL2087423,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(CC3)C4CC4,HNUXWOGYADARRZ-UHFFFAOYSA-N,11.8,1.071882007
,CHEMBL2170816,Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,NEXCQDVISDLHJA-UHFFFAOYSA-N,11.8,1.071882007
